stock_code,category_code,year,quarter,data
VIC,IS_060,2022,0,2044343
VIC,IS_060,2023,0,2056061
VIC,IS_061,2021,0,-2513883
VIC,IS_061,2022,0,8781861
VIC,IS_061,2023,0,2156925
VIC,IS_062,2021,0,-5044281
VIC,IS_062,2022,0,-6737517
VIC,IS_062,2023,0,-100863
VIC,IS_070,2021,0,-685
VIC,IS_070,2022,0,2367
VIC,IS_070,2023,0,565
VIC,IS_071,2021,0,-685
VIC,IS_071,2022,0,2211
VIC,IS_071,2023,0,525
PLX,IS_001,2021,0,169105701
PLX,IS_001,2022,0,304171606
PLX,IS_002,2021,0,97096
PLX,IS_002,2022,0,107795
PLX,IS_010,2021,0,169008605
PLX,IS_010,2022,0,304063811
PLX,IS_011,2021,0,156385701
PLX,IS_011,2022,0,291744174
PLX,IS_020,2021,0,12622903
PLX,IS_020,2022,0,12319636
PLX,IS_021,2021,0,999546
PLX,IS_021,2022,0,1948942
PLX,IS_022,2021,0,835512
PLX,IS_022,2022,0,1706489
PLX,IS_023,2021,0,602527
PLX,IS_023,2022,0,644056
PLX,IS_024,2021,0,569341
PLX,IS_024,2022,0,702934
PLX,IS_025,2021,0,9073259
PLX,IS_025,2022,0,10499546
PLX,IS_026,2021,0,765824
PLX,IS_026,2022,0,823260
PLX,IS_030,2021,0,3517193
PLX,IS_030,2022,0,1942217
PLX,IS_031,2021,0,390507
PLX,IS_031,2022,0,396386
PLX,IS_032,2021,0,118361
PLX,IS_032,2022,0,68477
PLX,IS_040,2021,0,272145
PLX,IS_040,2022,0,327909
PLX,IS_050,2021,0,3789339
PLX,IS_050,2022,0,2270127
PLX,IS_051,2021,0,626940
PLX,IS_051,2022,0,435867
PLX,IS_052,2021,0,38665
PLX,IS_052,2022,0,-67973
PLX,IS_060,2021,0,3123734
PLX,IS_060,2022,0,1902233
PLX,IS_061,2021,0,2838904
PLX,IS_061,2022,0,1449740
PLX,IS_062,2021,0,284829
PLX,IS_062,2022,0,452492
PLX,IS_070,2021,0,1788
PLX,IS_070,2022,0,1036
PLX,IS_071,2021,0,0
PLX,IS_071,2022,0,0
SAB,IS_001,2021,0,26578007
SAB,IS_001,2022,0,35235899
SAB,IS_001,2023,0,30706760
SAB,IS_002,2021,0,204261
SAB,IS_002,2022,0,256815
SAB,IS_002,2023,0,245392
SAB,IS_010,2021,0,26373746
SAB,IS_010,2022,0,34979083
SAB,IS_010,2023,0,30461367
SAB,IS_011,2021,0,18765181
SAB,IS_011,2022,0,24208377
SAB,IS_011,2023,0,21370004
SAB,IS_020,2021,0,7608564
SAB,IS_020,2022,0,10770706
SAB,IS_020,2023,0,9091362
SAB,IS_021,2021,0,1119597
SAB,IS_021,2022,0,1090560
SAB,IS_021,2023,0,1432568
SAB,IS_022,2021,0,22784
SAB,IS_022,2022,0,81993
SAB,IS_022,2023,0,73433
SAB,IS_023,2021,0,48739
SAB,IS_023,2022,0,45517
SAB,IS_023,2023,0,50214
SAB,IS_024,2021,0,172939
SAB,IS_024,2022,0,323119
SAB,IS_024,2023,0,232053
SAB,IS_025,2021,0,3500368
SAB,IS_025,2022,0,4532068
SAB,IS_025,2023,0,4479227
SAB,IS_026,2021,0,597716
SAB,IS_026,2022,0,740665
SAB,IS_026,2023,0,800691
SAB,IS_030,2021,0,4780232
SAB,IS_030,2022,0,6829660
SAB,IS_030,2023,0,5402631
SAB,IS_031,2021,0,95929
SAB,IS_031,2022,0,20990
SAB,IS_031,2023,0,17484
SAB,IS_032,2021,0,19267
SAB,IS_032,2022,0,37232
SAB,IS_032,2023,0,49706
SAB,IS_040,2021,0,76661
SAB,IS_040,2022,0,-16242
SAB,IS_040,2023,0,-32221
SAB,IS_050,2021,0,4856894
SAB,IS_050,2022,0,6813417
SAB,IS_050,2023,0,5370410
SAB,IS_051,2021,0,954964
SAB,IS_051,2022,0,1323982
SAB,IS_051,2023,0,1099082
SAB,IS_052,2021,0,-27375
SAB,IS_052,2022,0,-10362
SAB,IS_052,2023,0,16274
SAB,IS_060,2021,0,3929305
