stock_code,category_code,year,quarter,data,date_added
MBS,IS_042,2017,0,2645.0,2017-12-30
MBS,IS_042,2018,0,4221.0,2018-12-30
MBS,IS_042,2019,0,4694.0,2019-12-30
MBS,IS_043,2020,0,0.0,2020-12-30
MBS,IS_043,2021,0,0.0,2021-12-30
MBS,IS_043,2022,0,0.0,2022-12-30
MBS,IS_043,2023,0,0.0,2023-12-30
MBS,IS_043,2016,0,0.0,2016-12-30
MBS,IS_043,2017,0,0.0,2017-12-30
MBS,IS_043,2018,0,0.0,2018-12-30
MBS,IS_043,2019,0,0.0,2019-12-30
MBS,IS_044,2020,0,0.0,2020-12-30
MBS,IS_044,2021,0,0.0,2021-12-30
MBS,IS_044,2022,0,0.0,2022-12-30
MBS,IS_044,2023,0,0.0,2023-12-30
MBS,IS_044,2016,0,0.0,2016-12-30
MBS,IS_044,2017,0,0.0,2017-12-30
MBS,IS_044,2018,0,0.0,2018-12-30
MBS,IS_044,2019,0,0.0,2019-12-30
MBS,IS_050,2020,0,2840.0,2020-12-30
MBS,IS_050,2021,0,5734.0,2021-12-30
MBS,IS_050,2022,0,7258.0,2022-12-30
MBS,IS_050,2023,0,4842.0,2023-12-30
MBS,IS_050,2016,0,2083.0,2016-12-30
MBS,IS_050,2017,0,2645.0,2017-12-30
MBS,IS_050,2018,0,4227.0,2018-12-30
MBS,IS_050,2019,0,4695.0,2019-12-30
MBS,IS_500,2020,0,0.0,2020-12-30
MBS,IS_500,2021,0,0.0,2021-12-30
MBS,IS_500,2022,0,0.0,2022-12-30
MBS,IS_500,2023,0,0.0,2023-12-30
MBS,IS_500,2016,0,0.0,2016-12-30
MBS,IS_500,2017,0,0.0,2017-12-30
MBS,IS_500,2018,0,0.0,2018-12-30
MBS,IS_500,2019,0,0.0,2019-12-30
MBS,IS_501,2020,0,0.0,2020-12-30
MBS,IS_501,2021,0,0.0,2021-12-30
MBS,IS_501,2022,0,0.0,2022-12-30
MBS,IS_501,2023,0,1254.0,2023-12-30
MBS,IS_501,2016,0,0.0,2016-12-30
MBS,IS_501,2017,0,0.0,2017-12-30
MBS,IS_501,2018,0,0.0,2018-12-30
MBS,IS_501,2019,0,0.0,2019-12-30
MBS,IS_502,2020,0,0.0,2020-12-30
MBS,IS_502,2021,0,0.0,2021-12-30
MBS,IS_502,2022,0,0.0,2022-12-30
MBS,IS_502,2023,0,0.0,2023-12-30
MBS,IS_502,2016,0,0.0,2016-12-30
MBS,IS_502,2017,0,0.0,2017-12-30
MBS,IS_502,2018,0,0.0,2018-12-30
MBS,IS_502,2019,0,0.0,2019-12-30
MBS,IS_051,2020,0,0.0,2020-12-30
MBS,IS_051,2021,0,0.0,2021-12-30
MBS,IS_051,2022,0,5657.0,2022-12-30
MBS,IS_051,2023,0,2827.0,2023-12-30
MBS,IS_051,2016,0,0.0,2016-12-30
MBS,IS_051,2017,0,0.0,2017-12-30
MBS,IS_051,2018,0,0.0,2018-12-30
MBS,IS_051,2019,0,0.0,2019-12-30
MBS,IS_052,2020,0,187285.0,2020-12-30
MBS,IS_052,2021,0,319880.0,2021-12-30
MBS,IS_052,2022,0,393221.0,2022-12-30
MBS,IS_052,2023,0,369768.0,2023-12-30
MBS,IS_052,2016,0,116206.0,2016-12-30
MBS,IS_052,2017,0,189845.0,2017-12-30
MBS,IS_052,2018,0,183423.0,2018-12-30
MBS,IS_052,2019,0,174478.0,2019-12-30
MBS,IS_053,2020,0,0.0,2020-12-30
MBS,IS_053,2021,0,0.0,2021-12-30
MBS,IS_053,2022,0,0.0,2022-12-30
MBS,IS_053,2023,0,0.0,2023-12-30
MBS,IS_053,2016,0,0.0,2016-12-30
MBS,IS_053,2017,0,0.0,2017-12-30
MBS,IS_053,2018,0,0.0,2018-12-30
MBS,IS_053,2019,0,0.0,2019-12-30
MBS,IS_054,2020,0,0.0,2020-12-30
MBS,IS_054,2021,0,0.0,2021-12-30
MBS,IS_054,2022,0,0.0,2022-12-30
MBS,IS_054,2023,0,0.0,2023-12-30
MBS,IS_054,2016,0,4097.0,2016-12-30
MBS,IS_054,2017,0,106.0,2017-12-30
MBS,IS_054,2018,0,0.0,2018-12-30
MBS,IS_054,2019,0,0.0,2019-12-30
MBS,IS_006,2020,0,350101.0,2020-12-30
MBS,IS_006,2021,0,931581.0,2021-12-30
MBS,IS_006,2022,0,716773.0,2022-12-30
MBS,IS_006,2023,0,0.0,2023-12-30
MBS,IS_006,2016,0,149051.0,2016-12-30
MBS,IS_006,2017,0,315620.0,2017-12-30
MBS,IS_006,2018,0,398697.0,2018-12-30
MBS,IS_006,2019,0,250751.0,2019-12-30
MBS,IS_060,2020,0,187285.0,2020-12-30
MBS,IS_060,2021,0,319880.0,2021-12-30
MBS,IS_060,2022,0,398878.0,2022-12-30
MBS,IS_060,2023,0,372595.0,2023-12-30
MBS,IS_060,2016,0,120304.0,2016-12-30
MBS,IS_060,2017,0,189951.0,2017-12-30
MBS,IS_060,2018,0,183423.0,2018-12-30
MBS,IS_060,2019,0,174478.0,2019-12-30
MBS,IS_007,2020,0,18.0,2020-12-30
MBS,IS_007,2021,0,0.0,2021-12-30
MBS,IS_007,2022,0,0.0,2022-12-30
MBS,IS_007,2023,0,0.0,2023-12-30
MBS,IS_007,2016,0,1012.0,2016-12-30
MBS,IS_007,2017,0,0.0,2017-12-30
MBS,IS_007,2018,0,219.0,2018-12-30
MBS,IS_007,2019,0,80.0,2019-12-30
MBS,IS_071,2020,0,3239.0,2020-12-30
MBS,IS_071,2021,0,23868.0,2021-12-30
MBS,IS_071,2022,0,12011.0,2022-12-30
MBS,IS_071,2023,0,5591.0,2023-12-30
MBS,IS_071,2016,0,1051.0,2016-12-30
MBS,IS_071,2017,0,6186.0,2017-12-30
MBS,IS_071,2018,0,8070.0,2018-12-30
MBS,IS_071,2019,0,8603.0,2019-12-30
MBS,IS_072,2020,0,2.0,2020-12-30
MBS,IS_072,2021,0,155.0,2021-12-30
MBS,IS_072,2022,0,97.0,2022-12-30
MBS,IS_072,2023,0,480.0,2023-12-30
MBS,IS_072,2016,0,591.0,2016-12-30
MBS,IS_072,2017,0,109.0,2017-12-30
MBS,IS_072,2018,0,6.0,2018-12-30
MBS,IS_072,2019,0,300.0,2019-12-30
MBS,IS_008,2020,0,0.0,2020-12-30
MBS,IS_008,2021,0,0.0,2021-12-30
MBS,IS_008,2022,0,0.0,2022-12-30
MBS,IS_008,2023,0,0.0,2023-12-30
MBS,IS_008,2016,0,0.0,2016-12-30
MBS,IS_008,2017,0,0.0,2017-12-30
MBS,IS_008,2018,0,0.0,2018-12-30
MBS,IS_008,2019,0,0.0,2019-12-30
MBS,IS_080,2020,0,3236.0,2020-12-30
MBS,IS_080,2021,0,23712.0,2021-12-30
MBS,IS_080,2022,0,11914.0,2022-12-30
MBS,IS_080,2023,0,5110.0,2023-12-30
MBS,IS_080,2016,0,460.0,2016-12-30
MBS,IS_080,2017,0,6077.0,2017-12-30
MBS,IS_080,2018,0,8064.0,2018-12-30
MBS,IS_080,2019,0,8303.0,2019-12-30
MBS,IS_009,2020,0,16870.0,2020-12-30
MBS,IS_009,2021,0,17730.0,2021-12-30
MBS,IS_009,2022,0,21678.0,2022-12-30
MBS,IS_009,2023,0,0.0,2023-12-30
MBS,IS_009,2016,0,7457.0,2016-12-30
MBS,IS_009,2017,0,10275.0,2017-12-30
MBS,IS_009,2018,0,11539.0,2018-12-30
MBS,IS_009,2019,0,20325.0,2019-12-30
MBS,IS_090,2020,0,336105.0,2020-12-30
MBS,IS_090,2021,0,736275.0,2021-12-30
MBS,IS_090,2022,0,660568.0,2022-12-30
MBS,IS_090,2023,0,716146.0,2023-12-30
MBS,IS_090,2016,0,16817.0,2016-12-30
MBS,IS_090,2017,0,24168.0,2017-12-30
MBS,IS_090,2018,0,202731.0,2018-12-30
MBS,IS_090,2019,0,288578.0,2019-12-30
MBS,IS_091,2020,0,329898.0,2020-12-30
MBS,IS_091,2021,0,723515.0,2021-12-30
MBS,IS_091,2022,0,669806.0,2022-12-30
MBS,IS_091,2023,0,705326.0,2023-12-30
MBS,IS_091,2016,0,16817.0,2016-12-30
MBS,IS_091,2017,0,39702.0,2017-12-30
MBS,IS_091,2018,0,219408.0,2018-12-30
MBS,IS_091,2019,0,266838.0,2019-12-30
MBS,IS_092,2020,0,6206.0,2020-12-30
MBS,IS_092,2021,0,12760.0,2021-12-30
MBS,IS_092,2022,0,-9237.0,2022-12-30
MBS,IS_092,2023,0,10819.0,2023-12-30
MBS,IS_092,2016,0,0.0,2016-12-30
MBS,IS_092,2017,0,-15534.0,2017-12-30
MBS,IS_092,2018,0,-16677.0,2018-12-30
MBS,IS_092,2019,0,21740.0,2019-12-30
VND,IS_001,2020,0,776389.0,2020-12-30
VND,IS_001,2021,0,2477549.0,2021-12-30
VND,IS_001,2022,0,3293773.0,2022-12-30
VND,IS_001,2023,0,3803176.0,2023-12-30
VND,IS_001,2016,0,219870.0,2016-12-30
VND,IS_001,2017,0,302815.0,2017-12-30
VND,IS_001,2018,0,250194.0,2018-12-30
VND,IS_001,2019,0,279673.0,2019-12-30
VND,IS_001.1,2020,0,590391.0,2020-12-30
VND,IS_001.1,2021,0,990754.0,2021-12-30
VND,IS_001.1,2022,0,1701946.0,2022-12-30
VND,IS_001.1,2023,0,2094804.0,2023-12-30
VND,IS_001.1,2016,0,54255.0,2016-12-30
VND,IS_001.1,2017,0,223244.0,2017-12-30
VND,IS_001.1,2018,0,262812.0,2018-12-30
VND,IS_001.1,2019,0,250986.0,2019-12-30
VND,IS_001.2,2020,0,124397.0,2020-12-30
VND,IS_001.2,2021,0,1281667.0,2021-12-30
VND,IS_001.2,2022,0,820328.0,2022-12-30
VND,IS_001.2,2023,0,1148956.0,2023-12-30
VND,IS_001.2,2016,0,0.0,2016-12-30
VND,IS_001.2,2017,0,33776.0,2017-12-30
VND,IS_001.2,2018,0,-26273.0,2018-12-30
VND,IS_001.2,2019,0,1874.0,2019-12-30
VND,IS_001.3,2020,0,61600.0,2020-12-30
VND,IS_001.3,2021,0,205127.0,2021-12-30
VND,IS_001.3,2022,0,771499.0,2022-12-30
VND,IS_001.3,2023,0,545677.0,2023-12-30
VND,IS_001.3,2016,0,165615.0,2016-12-30
VND,IS_001.3,2017,0,45793.0,2017-12-30
VND,IS_001.3,2018,0,13655.0,2018-12-30
VND,IS_001.3,2019,0,26812.0,2019-12-30
VND,IS_001.4,2020,0,0.0,2020-12-30
VND,IS_001.4,2021,0,0.0,2021-12-30
VND,IS_001.4,2022,0,0.0,2022-12-30
VND,IS_001.4,2023,0,13737.0,2023-12-30
VND,IS_001.4,2016,0,0.0,2016-12-30
VND,IS_001.4,2017,0,0.0,2017-12-30
VND,IS_001.4,2018,0,0.0,2018-12-30
VND,IS_001.4,2019,0,0.0,2019-12-30
VND,IS_010,2020,0,0.0,2020-12-30
VND,IS_010,2021,0,0.0,2021-12-30
VND,IS_010,2022,0,0.0,2022-12-30
VND,IS_010,2023,0,10588.0,2023-12-30
VND,IS_010,2016,0,0.0,2016-12-30
VND,IS_010,2017,0,0.0,2017-12-30
VND,IS_010,2018,0,0.0,2018-12-30
VND,IS_010,2019,0,0.0,2019-12-30
VND,IS_100,2020,0,169297.0,2020-12-30
VND,IS_100,2021,0,597297.0,2021-12-30
VND,IS_100,2022,0,314997.0,2022-12-30
VND,IS_100,2023,0,460091.0,2023-12-30
VND,IS_100,2016,0,40882.0,2016-12-30
VND,IS_100,2017,0,99367.0,2017-12-30
VND,IS_100,2018,0,64862.0,2018-12-30
VND,IS_100,2019,0,96892.0,2019-12-30
VND,IS_100.1,2020,0,156863.0,2020-12-30
VND,IS_100.1,2021,0,430901.0,2021-12-30
VND,IS_100.1,2022,0,449043.0,2022-12-30
VND,IS_100.1,2023,0,418056.0,2023-12-30
VND,IS_100.1,2016,0,40882.0,2016-12-30
VND,IS_100.1,2017,0,92612.0,2017-12-30
VND,IS_100.1,2018,0,93825.0,2018-12-30
VND,IS_100.1,2019,0,101004.0,2019-12-30
VND,IS_100.2,2020,0,12434.0,2020-12-30
VND,IS_100.2,2021,0,166395.0,2021-12-30
VND,IS_100.2,2022,0,-134045.0,2022-12-30
VND,IS_100.2,2023,0,42034.0,2023-12-30
VND,IS_100.2,2016,0,0.0,2016-12-30
VND,IS_100.2,2017,0,6755.0,2017-12-30
VND,IS_100.2,2018,0,-28962.0,2018-12-30
VND,IS_100.2,2019,0,-4111.0,2019-12-30
